Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded ,Trade Price / Wght. Avg. Price,Remarks
14-Jan-2022,VIVO,Vivo Collab Solutions Ltd,ALPHA LEON ENTERPRISES LLP,SELL,20800,254.77,-
15-Feb-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,BUY,"3,25,000",22,-
15-Feb-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,SELL,"3,25,000",22,-
15-Jun-2022,HINDMOTORS,Hindustan Motors Limited,ALPHA LEON ENTERPRISES LLP,BUY,"7,03,551",25.72,-
15-Jun-2022,HINDMOTORS,Hindustan Motors Limited,ALPHA LEON ENTERPRISES LLP,SELL,"12,07,201",26.15,-
15-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"20,00,000",2,-
15-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"20,00,000",2,-
16-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"50,00,001",4.1,-
16-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"2,50,430",4.1,-
16-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"15,00,002",1.9,-
16-Mar-2022,SUPREMEENG,Supreme Engineering Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"15,00,001",1.9,-
16-May-2022,ESSEN-RE,Integra Essentia Limited,ALPHA LEON ENTERPRISES LLP,BUY,"50,00,000",0.1,-
17-Jan-2022,AMJUMBO,A and M Jumbo Bags Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"1,20,000",8.6,-
17-Jan-2022,BCP,B.C. Power Controls Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"9,00,000",8.37,-
17-Jan-2022,BURNPUR,Burnpur Cement Limited,ALPHA LEON ENTERPRISES LLP,BUY,"5,47,660",6.65,-
17-Jan-2022,COFFEEDAY,Coffee Day Enterprise Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"14,44,021",71.38,-
17-Jan-2022,COFFEEDAY,Coffee Day Enterprise Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"17,76,637",71.1,-
17-Jan-2022,MICEL,MIC Electronics Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"3,05,003",30.05,-
17-Jan-2022,MICEL,MIC Electronics Ltd,ALPHA LEON ENTERPRISES LLP,SELL,3,32.25,-
17-Jan-2022,MITTAL,Mittal Life Style Limited,ALPHA LEON ENTERPRISES LLP,SELL,"1,82,424",27.95,-
17-Jan-2022,SANCO,Sanco Industries Ltd.,ALPHA LEON ENTERPRISES LLP,SELL,60880,18.45,-
17-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"150,00,001",3.9,-
17-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"88,02,458",3.92,-
17-May-2022,AGROPHOS,Agro Phos India Limited,ALPHA LEON ENTERPRISES LLP,BUY,"2,21,823",48.25,-
17-May-2022,AGROPHOS,Agro Phos India Limited,ALPHA LEON ENTERPRISES LLP,SELL,73632,49.52,-
17-May-2022,BIRLATYRE,Birla Tyres Limited,ALPHA LEON ENTERPRISES LLP,BUY,"8,93,526",9.95,-
17-May-2022,BIRLATYRE,Birla Tyres Limited,ALPHA LEON ENTERPRISES LLP,SELL,68,9.95,-
18-Feb-2022,ZODIAC,Zodiac Energy Limited,ALPHA LEON ENTERPRISES LLP,BUY,94000,85.78,-
18-Jan-2022,GTL,GTL Limited,ALPHA LEON ENTERPRISES LLP,BUY,"12,53,439",20.49,-
18-Jan-2022,GTL,GTL Limited,ALPHA LEON ENTERPRISES LLP,SELL,"19,92,171",21.01,-
18-Jan-2022,KELLTONTEC,Kellton Tech Sol Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"6,70,998",111.01,-
18-Jan-2022,KELLTONTEC,Kellton Tech Sol Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"7,64,498",113.3,-
18-Jan-2022,SPTL,Sintex Plastics Tech Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"46,00,007",9.53,-
18-Jan-2022,SPTL,Sintex Plastics Tech Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"46,00,007",9.56,-
19-Apr-2022,PEARLPOLY,Pearl Polymers Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"4,47,933",33.2,-
19-Apr-2022,PEARLPOLY,Pearl Polymers Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"4,72,933",33.3,-
19-Jan-2022,DCMNVL,DCM Nouvelle Limited,ALPHA LEON ENTERPRISES LLP,BUY,"1,86,040",331.21,-
19-Jan-2022,DCMNVL,DCM Nouvelle Limited,ALPHA LEON ENTERPRISES LLP,SELL,25436,336.46,-
19-Jan-2022,TIMESCAN,Timescan Logistics Ind L,ALPHA LEON ENTERPRISES LLP,SELL,62000,107.5,-
19-May-2022,ESSEN-RE,Integra Essentia Limited,ALPHA LEON ENTERPRISES LLP,SELL,"17,17,674",0.17,-
19-May-2022,KBCGLOBAL,KBC Global Limited,ALPHA LEON ENTERPRISES LLP,BUY,"40,00,005",4.9,-
19-May-2022,KBCGLOBAL,KBC Global Limited,ALPHA LEON ENTERPRISES LLP,SELL,"40,00,005",4.91,-
20-Jan-2022,ALKALI,Alkali Metals Limited,ALPHA LEON ENTERPRISES LLP,BUY,70004,136.62,-
20-Jan-2022,ALKALI,Alkali Metals Limited,ALPHA LEON ENTERPRISES LLP,SELL,5000,136.35,-
20-Jan-2022,GTL,GTL Limited,ALPHA LEON ENTERPRISES LLP,BUY,"15,64,104",18.53,-
20-Jan-2022,GTL,GTL Limited,ALPHA LEON ENTERPRISES LLP,SELL,"16,13,104",18.6,-
20-Jan-2022,INTENTECH,Intense Technologies Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"1,00,931",106.05,-
20-Jan-2022,INTENTECH,Intense Technologies Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"1,15,931",106.08,-
20-Jan-2022,JPINFRATEC,Jaypee Infratech Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"73,48,156",3.91,-
20-Jan-2022,JPINFRATEC,Jaypee Infratech Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"60,12,234",3.91,-
20-Jan-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,BUY,"8,06,759",42.82,-
20-Jan-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,SELL,"2,26,460",42.6,-
21-Apr-2022,AKASH,Akash Infra-Projects Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"1,11,472",48.75,-
21-Apr-2022,AKASH,Akash Infra-Projects Ltd,ALPHA LEON ENTERPRISES LLP,SELL,67972,48.81,-
21-Apr-2022,SEJALLTD,Sejal Glass Limited,ALPHA LEON ENTERPRISES LLP,BUY,"1,39,726",309.36,-
21-Apr-2022,SEJALLTD,Sejal Glass Limited,ALPHA LEON ENTERPRISES LLP,SELL,"1,81,309",309.99,-
21-Feb-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,BUY,"200,00,001",1.35,-
21-Feb-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,SELL,1,1.35,-
21-Feb-2022,ZODIAC,Zodiac Energy Limited,ALPHA LEON ENTERPRISES LLP,SELL,"1,00,000",99.44,-
21-Jan-2022,ANTGRAPHIC,Antarctica Graphics Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"8,25,000",2.69,-
21-Jan-2022,ANTGRAPHIC,Antarctica Graphics Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"14,50,000",2.7,-
21-Jan-2022,DIGJAMLMTD,Digjam Ltd,ALPHA LEON ENTERPRISES LLP,BUY,13053,314.83,-
21-Jan-2022,DIGJAMLMTD,Digjam Ltd,ALPHA LEON ENTERPRISES LLP,SELL,21053,335.48,-
21-Jan-2022,KHANDSE,Khandwala Sec. Ltd,ALPHA LEON ENTERPRISES LLP,BUY,69297,32.81,-
21-Jan-2022,KHANDSE,Khandwala Sec. Ltd,ALPHA LEON ENTERPRISES LLP,SELL,54297,33.65,-
21-Jan-2022,MANAKCOAT,Man Coat Metal &amp; Ind Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"3,50,000",39.75,-
21-Jan-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,SELL,"4,09,144",34.1,-
21-Jan-2022,UJAAS,Ujaas Energy Limited,ALPHA LEON ENTERPRISES LLP,BUY,"15,53,053",8,-
21-Jan-2022,UJAAS,Ujaas Energy Limited,ALPHA LEON ENTERPRISES LLP,SELL,"11,04,538",8.19,-
21-Jan-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,BUY,"470,77,203",1.35,-
21-Jan-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,SELL,"225,00,001",1.42,-
21-Jul-2022,AUTOIND,Autoline Industries Limit,ALPHA LEON ENTERPRISES LLP,BUY,"1,63,500",77.02,-
21-Jul-2022,AUTOIND,Autoline Industries Limit,ALPHA LEON ENTERPRISES LLP,SELL,"1,95,178",77.4,-
21-Jul-2022,PRITI,Priti International Ltd,ALPHA LEON ENTERPRISES LLP,BUY,77182,161.98,-
21-Jul-2022,PRITI,Priti International Ltd,ALPHA LEON ENTERPRISES LLP,SELL,77182,162.25,-
22-Apr-2022,LSIL,Lloyds Steels Ind. Ltd.,ALPHA LEON ENTERPRISES LLP,BUY,"55,00,007",17.77,-
22-Apr-2022,LSIL,Lloyds Steels Ind. Ltd.,ALPHA LEON ENTERPRISES LLP,SELL,"55,00,007",17.9,-
22-Feb-2022,DHANI,Dhani Services Limited,ALPHA LEON ENTERPRISES LLP,BUY,"31,02,548",83.61,-
22-Feb-2022,DHANI,Dhani Services Limited,ALPHA LEON ENTERPRISES LLP,SELL,"24,73,326",85.05,-
22-Feb-2022,GAYAHWS,Gayatri Highways Limited,ALPHA LEON ENTERPRISES LLP,BUY,"46,82,433",0.6,-
22-Mar-2022,GAYAHWS,Gayatri Highways Limited,ALPHA LEON ENTERPRISES LLP,SELL,"15,00,000",1.05,-
22-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"1,98,000",3.65,-
22-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"54,02,148",3.6,-
22-Mar-2022,UTTAMSTL,Uttam Galva Steels Limite,ALPHA LEON ENTERPRISES LLP,BUY,"23,50,000",5.6,-
23-Feb-2022,ANTGRAPHIC,Antarctica Graphics Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"12,50,000",1.65,-
23-Mar-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,SELL,"203,32,114",1.2,-
24-Jan-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,BUY,"5,53,417",27.92,-
24-Jan-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,SELL,"7,34,572",29.72,-
24-Jan-2022,VIKASECO,Vikas EcoTech Limited,ALPHA LEON ENTERPRISES LLP,BUY,"31,00,012",5.64,-
24-Jan-2022,VIKASECO,Vikas EcoTech Limited,ALPHA LEON ENTERPRISES LLP,SELL,"61,00,012",5.78,-
24-Jan-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,BUY,7,1.5,-
24-Jan-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,SELL,"308,97,007",1.5,-
24-Jun-2022,TREEHOUSE,Tree House Edu Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"2,63,425",13.9,-
24-Jun-2022,TREEHOUSE,Tree House Edu Ltd,ALPHA LEON ENTERPRISES LLP,SELL,13425,15.02,-
24-Mar-2022,PAEL,PAE Limited,ALPHA LEON ENTERPRISES LLP,BUY,63452,6.25,-
24-Mar-2022,PAEL,PAE Limited,ALPHA LEON ENTERPRISES LLP,SELL,63452,6.69,-
25-Apr-2022,FCONSUMER,Future Consumer Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"100,00,001",3.95,-
25-Apr-2022,FCONSUMER,Future Consumer Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"100,00,001",3.98,-
25-Apr-2022,FSC,Future Supp Chain Sol Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"3,16,518",37.35,-
25-Apr-2022,FSC,Future Supp Chain Sol Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"2,91,518",37.39,-
25-Feb-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,BUY,"5,30,581",18.46,-
25-Feb-2022,MOKSH,Moksh Ornaments Limited,ALPHA LEON ENTERPRISES LLP,SELL,"3,86,611",18.51,-
25-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"88,58,024",5.46,-
25-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"38,07,086",5.49,-
25-Jan-2022,KELLTONTEC,Kellton Tech Sol Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"11,03,897",111.08,-
25-Jan-2022,KELLTONTEC,Kellton Tech Sol Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"2,62,882",112.01,-
25-Jan-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,BUY,"200,00,000",1.45,-
25-Jan-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,SELL,"150,00,000",1.55,-
25-Jan-2022,VIVIDHA,Visagar Polytex Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"15,00,000",2.9,-
25-Jul-2022,DLINKINDIA,D-Link India Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"1,81,279",165.22,-
25-Jul-2022,DLINKINDIA,D-Link India Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"1,81,279",165.06,-
26-Jul-2022,PVP,PVP Ventures Limited,ALPHA LEON ENTERPRISES LLP,BUY,"17,25,001",6.97,-
26-Jul-2022,PVP,PVP Ventures Limited,ALPHA LEON ENTERPRISES LLP,SELL,"8,50,001",7.19,-
27-Apr-2022,FEL,Future Enterprises Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"35,00,000",4.9,-
27-Apr-2022,FEL,Future Enterprises Ltd,ALPHA LEON ENTERPRISES LLP,SELL,1293,4.9,-
27-Jan-2022,AMJUMBO,A and M Jumbo Bags Ltd,ALPHA LEON ENTERPRISES LLP,SELL,72000,8.94,-
27-Jan-2022,SUMEETINDS,Sumeet Ind Limited,ALPHA LEON ENTERPRISES LLP,BUY,"2,99,217",11.79,-
27-Jan-2022,SUMEETINDS,Sumeet Ind Limited,ALPHA LEON ENTERPRISES LLP,SELL,"6,50,810",12.02,-
27-May-2022,GREENPOWER,Orient Green Power Co Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"60,00,005",9.05,-
27-May-2022,GREENPOWER,Orient Green Power Co Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"34,25,172",9.06,-
27-May-2022,SHANTI,Shanti Overseas (Ind) Ltd,ALPHA LEON ENTERPRISES LLP,BUY,37500,33.7,-
27-May-2022,SHANTI,Shanti Overseas (Ind) Ltd,ALPHA LEON ENTERPRISES LLP,SELL,74352,33.22,-
28-Apr-2022,SUPREMEENG,Supreme Engineering Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"13,80,355",2.97,-
28-Jan-2022,DIGJAMLMTD,Digjam Ltd,ALPHA LEON ENTERPRISES LLP,BUY,10211,268.32,-
28-Jan-2022,DIGJAMLMTD,Digjam Ltd,ALPHA LEON ENTERPRISES LLP,SELL,3785,268.13,-
28-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"107,21,410",4.96,-
28-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"73,91,768",4.97,-
28-Jan-2022,KELLTONTEC,Kellton Tech Sol Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"4,92,607",104.98,-
28-Jan-2022,KELLTONTEC,Kellton Tech Sol Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"9,75,158",106.19,-
28-Jan-2022,MITTAL,Mittal Life Style Limited,ALPHA LEON ENTERPRISES LLP,BUY,"1,15,000",18.25,-
28-Jun-2022,ADROITINFO,Adroit Infotech Limited,ALPHA LEON ENTERPRISES LLP,BUY,"2,00,786",15.86,-
28-Jun-2022,ADROITINFO,Adroit Infotech Limited,ALPHA LEON ENTERPRISES LLP,SELL,"2,00,786",16.15,-
28-Jun-2022,FRETAIL,Future Retail Limited,ALPHA LEON ENTERPRISES LLP,BUY,"25,12,735",6.55,-
28-Jun-2022,FRETAIL,Future Retail Limited,ALPHA LEON ENTERPRISES LLP,SELL,"30,13,376",6.6,-
29-Apr-2022,AGROPHOS,Agro Phos India Limited,ALPHA LEON ENTERPRISES LLP,BUY,"3,18,533",59.92,-
29-Apr-2022,AGROPHOS,Agro Phos India Limited,ALPHA LEON ENTERPRISES LLP,SELL,"3,18,533",62.69,-
29-Jul-2022,KECL,Kirloskar Electric Co Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"3,47,845",41.62,-
29-Jul-2022,KECL,Kirloskar Electric Co Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"3,47,845",41.64,-
29-Mar-2022,COOLCAPS,Cool Caps Industries Ltd,ALPHA LEON ENTERPRISES LLP,SELL,63000,43.5,-
29-Mar-2022,GREENPOWER,Orient Green Power Co Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"53,00,596",13.2,-
29-Mar-2022,GREENPOWER,Orient Green Power Co Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"6,81,412",13.2,-
29-Mar-2022,SHAHALLOYS,Shah Alloys Limited,ALPHA LEON ENTERPRISES LLP,BUY,"1,41,260",110.69,-
29-Mar-2022,SHAHALLOYS,Shah Alloys Limited,ALPHA LEON ENTERPRISES LLP,SELL,"1,18,825",118.83,-
29-Mar-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,BUY,"102,10,537",1.05,-
29-Mar-2022,VISESHINFO,Visesh Infotecnics Limite,ALPHA LEON ENTERPRISES LLP,SELL,"201,98,296",1.05,-
30-Mar-2022,AGRITECH,Agri-Tech (India) Limited,ALPHA LEON ENTERPRISES LLP,BUY,39847,129.7,-
30-Mar-2022,AGRITECH,Agri-Tech (India) Limited,ALPHA LEON ENTERPRISES LLP,SELL,18572,130.49,-
30-Mar-2022,ANTGRAPHIC,Antarctica Graphics Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"10,00,000",1.4,-
31-Jan-2022,MITTAL,Mittal Life Style Limited,ALPHA LEON ENTERPRISES LLP,SELL,"1,15,000",19.94,-
31-Jan-2022,NRL,Nupur Recyclers Limited,ALPHA LEON ENTERPRISES LLP,BUY,"1,30,000",299.4,-
31-Jan-2022,NRL,Nupur Recyclers Limited,ALPHA LEON ENTERPRISES LLP,SELL,"1,12,000",303.41,-
31-Mar-2022,AKASH,Akash Infra-Projects Ltd,ALPHA LEON ENTERPRISES LLP,BUY,99498,56.7,-
31-Mar-2022,AKASH,Akash Infra-Projects Ltd,ALPHA LEON ENTERPRISES LLP,SELL,99498,62.51,-
31-Mar-2022,GREENPOWER,Orient Green Power Co Ltd,ALPHA LEON ENTERPRISES LLP,BUY,"54,01,378",11.95,-
31-Mar-2022,GREENPOWER,Orient Green Power Co Ltd,ALPHA LEON ENTERPRISES LLP,SELL,"64,01,378",12.04,-
24-Feb-2022,BMETRICS,Bombay Metrics S C Ltd,ALPHA SUNIL CHHEDA,SELL,12000,249.4,-
11-May-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"34,29,730",118.32,-
11-May-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"34,29,730",118.36,-
15-Mar-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"26,56,902",160.92,-
15-Mar-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"26,56,902",161.01,-
20-Dec-2022,BAJAJHIND,Bajaj Hindustan Sugar Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"74,65,067",18.97,-
20-Dec-2022,BAJAJHIND,Bajaj Hindustan Sugar Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"74,65,067",18.99,-
22-Feb-2022,IBREALEST,Indiabulls Real Estate Li,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"24,06,078",112.73,-
22-Feb-2022,IBREALEST,Indiabulls Real Estate Li,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"24,05,740",112.79,-
22-Feb-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"26,38,332",167.98,-
22-Feb-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"26,38,332",168.05,-
24-Feb-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"25,04,397",144.83,-
24-Feb-2022,IBULHSGFIN,Indiabulls Hsg Fin Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"25,04,397",144.89,-
17-Mar-2022,CROWN,Crown Lifters Ltd,ALTAF ABIDALI MAKHANI,SELL,95000,27.65,-
04-Jan-2022,ADFFOODS,ADF Foods Limited,ALTURA CAPITAL ADVISIORS LLP,BUY,"5,09,217",856.99,-
06-Dec-2022,PONNIERODE,Ponni Sugars (Erode) Limi,AMAN KUMAR SONTHALIA AND SONS HUF,BUY,58491,353.81,-
06-Dec-2022,PONNIERODE,Ponni Sugars (Erode) Limi,AMAN KUMAR SONTHALIA AND SONS HUF,SELL,991,335.55,-
07-Feb-2022,SHANKARA,Shankara Bldg Product Ltd,AMANSA HOLDING PRIVATE LTD.,SELL,"4,65,000",556.13,-
07-Feb-2022,SHANKARA,Shankara Bldg Product Ltd,AMANSA HOLDINGS PRIVATE LIMITED,SELL,"7,51,412",550.31,-
22-Mar-2022,JINDALPHOT,Jindal Photo Limited,AMAR CHAND AGARWAL,SELL,54854,262.66,-
25-Nov-2022,SRPL,Shree Ram Proteins Ltd.,AMAR JAISWAL,BUY,"2,24,500",80.5,-
07-Oct-2022,VIVIANA,Viviana Power Tech Ltd,AMARDEEP  CHOPRA,SELL,60000,90.41,-
16-Sep-2022,VIVIANA,Viviana Power Tech Ltd,AMARDEEP  CHOPRA,BUY,60000,91.54,-
04-Nov-2022,VAISHALI,Vaishali Pharma Limited,AMAYSHA TEXTILES PRIVATE LIMITED,SELL,65000,103.75,-
05-Dec-2022,GSTL,Globesecure Techno Ltd,AMAYSHA TEXTILES PRIVATE LIMITED,SELL,"5,96,000",83.37,-
06-Jul-2022,GSTL,Globesecure Techno Ltd,AMAYSHA TEXTILES PRIVATE LIMITED,BUY,"5,96,000",132.35,-
08-Sep-2022,MHLXMIRU,Mahalaxmi Rubtech Limited,AMAYSHA TEXTILES PRIVATE LIMITED,BUY,75000,200.43,-
08-Sep-2022,VAISHALI,Vaishali Pharma Limited,AMAYSHA TEXTILES PRIVATE LIMITED,BUY,"1,00,000",104.85,-
09-Dec-2022,VAISHALI,Vaishali Pharma Limited,AMAYSHA TEXTILES PRIVATE LIMITED,BUY,"2,00,000",143.49,-
12-Sep-2022,VAISHALI,Vaishali Pharma Limited,AMAYSHA TEXTILES PRIVATE LIMITED,BUY,68000,100.5,-
15-Dec-2022,VAISHALI,Vaishali Pharma Limited,AMAYSHA TEXTILES PRIVATE LIMITED,SELL,"2,00,000",157.25,-
03-Jan-2022,MOKSH,Moksh Ornaments Limited,AMBE SECURITIES PRIVATE LIMITED,BUY,"3,00,000",44.71,-
05-Jan-2022,MOKSH,Moksh Ornaments Limited,AMBE SECURITIES PRIVATE LIMITED,SELL,"3,00,878",44.64,-
07-Jan-2022,MOKSH,Moksh Ornaments Limited,AMBE SECURITIES PRIVATE LIMITED,BUY,"4,00,010",44.41,-
07-Jan-2022,MOKSH,Moksh Ornaments Limited,AMBE SECURITIES PRIVATE LIMITED,SELL,"1,00,000",44.3,-
08-Sep-2022,JFLLIFE,JFL Life Sciences Limited,AMI KALPESH SHAH,BUY,64000,70,-
28-Mar-2022,SILGO,Silgo Retail Limited,AMISHA  CHORDIA,BUY,"2,00,000",26,-
05-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,BUY,"1,11,471",41.53,-
05-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,SELL,"1,11,471",41.37,-
06-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,BUY,"1,75,981",41.88,-
06-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,SELL,"1,75,981",41.65,-
07-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,BUY,"1,40,764",41.85,-
07-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,SELL,"1,40,764",41.78,-
08-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,BUY,81458,41.88,-
08-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,SELL,81458,41.71,-
13-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,BUY,"1,78,444",41.75,-
13-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,SELL,"1,78,444",41.15,-
14-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,BUY,52327,40.58,-
14-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,SELL,52327,40.54,-
15-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,BUY,84214,41.2,-
15-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,SELL,84214,41.39,-
20-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,BUY,"1,44,999",40.75,-
20-Sep-2022,AJOONI,Ajooni Biotech Limited,AMIT BABULAL KHALAS,SELL,"1,44,999",40.16,-
20-May-2022,SILGO,Silgo Retail Limited,AMIT KUMAR,BUY,17800,34.1,-
20-May-2022,SILGO,Silgo Retail Limited,AMIT KUMAR,SELL,"2,05,064",37.68,-
06-Jan-2022,PITTIENG,Pitti Engineering Limited,AMIT KUMAR AGARWAL,SELL,"2,40,000",251.78,-
16-Sep-2022,VIVIANA,Viviana Power Tech Ltd,AMIT KUMAR DUJARI,BUY,36000,94.45,-
01-Nov-2022,SGL,STL Global Limited,AMIT KUMAR JAIN HUF,BUY,"1,61,072",24.86,-
