Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded ,Trade Price / Wght. Avg. Price,Remarks
04-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"65,05,295",4.42,-
04-Jan-2022,BCP,B.C. Power Controls Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"5,16,472",6.95,-
04-Jan-2022,BCP,B.C. Power Controls Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"4,97,234",6.87,-
04-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"342,08,482",4.25,-
04-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"304,82,744",4.28,-
04-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"368,85,227",7.51,-
04-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"386,76,680",7.51,-
04-Jan-2022,UJAAS,Ujaas Energy Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"14,76,733",5.05,-
04-Jan-2022,UJAAS,Ujaas Energy Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"12,94,688",4.9,-
04-Jan-2022,VIKASLIFE,Vikas Lifecare Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"53,64,980",4.15,-
04-Jan-2022,VIKASLIFE,Vikas Lifecare Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"53,65,038",4.16,-
04-Jan-2022,VIKASWSP,Vikas Wsp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"18,99,446",4.92,-
04-Jan-2022,VIKASWSP,Vikas Wsp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"20,77,320",4.94,-
05-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"324,49,142",4.79,-
05-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"284,69,123",4.79,-
05-Jan-2022,VIKASWSP,Vikas Wsp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"13,21,932",4.78,-
05-Jan-2022,VIKASWSP,Vikas Wsp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"14,91,933",4.72,-
06-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"135,25,393",5.42,-
06-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"117,14,628",5.41,-
06-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"508,93,325",7.53,-
06-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"461,46,538",7.56,-
06-Jan-2022,SHRENIK,Shrenik Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"58,66,385",3.78,-
06-Jan-2022,SHRENIK,Shrenik Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"51,29,682",3.77,-
06-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"1,22,228",33.66,-
06-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"1,23,740",33.77,-
06-Jan-2022,UJAAS,Ujaas Energy Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"16,44,483",4.76,-
06-Jan-2022,UJAAS,Ujaas Energy Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"16,99,027",4.8,-
07-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"627,21,002",8.34,-
07-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"665,96,564",8.35,-
07-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,94603,36.43,-
07-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,94603,36.54,-
07-Jan-2022,VIKASWSP,Vikas Wsp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"18,12,348",5.28,-
07-Jan-2022,VIKASWSP,Vikas Wsp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"16,74,206",5.29,-
07-Jan-2022,ZEELEARN,Zee Learn Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"20,56,035",18.27,-
07-Jan-2022,ZEELEARN,Zee Learn Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"22,02,983",18.37,-
07-Mar-2022,FELDVR,Class B shares (Series 1),ADROIT FINANCIAL SERVICES PVT LTD,BUY,"2,03,144",21.97,-
07-Mar-2022,FELDVR,Class B shares (Series 1),ADROIT FINANCIAL SERVICES PVT LTD,SELL,"1,56,031",22.01,-
10-Feb-2022,VAISHALI,Vaishali Pharma Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,59411,48.14,-
10-Feb-2022,VAISHALI,Vaishali Pharma Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,48414,48.08,-
10-Jan-2022,ALANKIT,Alankit Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"8,01,342",19.78,-
10-Jan-2022,ALANKIT,Alankit Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"8,39,790",19.75,-
10-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"370,72,696",9.06,-
10-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"327,07,446",9.07,-
10-Jan-2022,SHRENIK,Shrenik Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"58,96,737",4.02,-
10-Jan-2022,SHRENIK,Shrenik Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"58,10,909",4.05,-
10-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"1,11,385",35.89,-
10-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"1,11,385",36.06,-
11-Jan-2022,BCP,B.C. Power Controls Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"3,13,426",8.5,-
11-Jan-2022,BCP,B.C. Power Controls Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"2,91,193",8.49,-
11-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"545,21,195",9.91,-
11-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"483,12,012",9.9,-
11-Jan-2022,SANGINITA,Sanginita Chemicals Limit,ADROIT FINANCIAL SERVICES PVT LTD,BUY,92707,29.06,-
11-Jan-2022,SANGINITA,Sanginita Chemicals Limit,ADROIT FINANCIAL SERVICES PVT LTD,SELL,92707,29.18,-
11-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,95692,35.75,-
11-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,95692,35.88,-
11-Jan-2022,VIKASWSP,Vikas Wsp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"9,64,882",5.75,-
11-Jan-2022,VIKASWSP,Vikas Wsp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"12,29,539",5.77,-
12-Apr-2022,VIVIDHA,Visagar Polytex Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"18,12,994",1.95,-
12-Apr-2022,VIVIDHA,Visagar Polytex Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"17,40,998",1.95,-
12-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"888,65,867",10.44,-
12-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"870,16,078",10.46,-
12-Jan-2022,SANGINITA,Sanginita Chemicals Limit,ADROIT FINANCIAL SERVICES PVT LTD,BUY,88542,27.95,-
12-Jan-2022,SANGINITA,Sanginita Chemicals Limit,ADROIT FINANCIAL SERVICES PVT LTD,SELL,84035,28.07,-
12-Jan-2022,SHRENIK,Shrenik Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"85,02,357",4.38,-
12-Jan-2022,SHRENIK,Shrenik Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"91,41,563",4.39,-
12-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,55727,35.18,-
12-Jan-2022,SILGO,Silgo Retail Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,54382,35.3,-
13-Jan-2022,ARIHANT,Arihant Foundations &amp; Hou,ADROIT FINANCIAL SERVICES PVT LTD,BUY,76535,41.44,-
13-Jan-2022,ARIHANT,Arihant Foundations &amp; Hou,ADROIT FINANCIAL SERVICES PVT LTD,SELL,76535,41.67,-
13-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"58,37,292",6.04,-
13-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"56,59,383",6.05,-
13-Jan-2022,SANGINITA,Sanginita Chemicals Limit,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"1,00,789",27.38,-
13-Jan-2022,SANGINITA,Sanginita Chemicals Limit,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"1,05,296",27.48,-
13-Jan-2022,VIKASECO,Vikas EcoTech Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"56,31,455",4.13,-
13-Jan-2022,VIKASECO,Vikas EcoTech Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"57,27,970",4.18,-
14-Jan-2022,ARIHANT,Arihant Foundations &amp; Hou,ADROIT FINANCIAL SERVICES PVT LTD,BUY,64102,42.14,-
14-Jan-2022,ARIHANT,Arihant Foundations &amp; Hou,ADROIT FINANCIAL SERVICES PVT LTD,SELL,64102,42.22,-
14-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"121,63,070",6.01,-
14-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"110,95,411",6.01,-
14-Mar-2022,BMETRICS,Bombay Metrics S C Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,9600,407.22,-
14-Mar-2022,BMETRICS,Bombay Metrics S C Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,9600,422.63,-
15-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"44,24,718",4.39,-
15-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"33,83,403",4.4,-
17-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"46,79,618",4.28,-
17-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"32,80,176",4.27,-
17-Jan-2022,SANGINITA,Sanginita Chemicals Limit,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"1,16,225",27.73,-
17-Jan-2022,SANGINITA,Sanginita Chemicals Limit,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"1,16,225",27.87,-
18-Jan-2022,ARIHANT,Arihant Foundations &amp; Hou,ADROIT FINANCIAL SERVICES PVT LTD,BUY,43541,43.87,-
18-Jan-2022,ARIHANT,Arihant Foundations &amp; Hou,ADROIT FINANCIAL SERVICES PVT LTD,SELL,43541,44.05,-
18-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"65,65,621",6.28,-
18-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"79,71,846",6.34,-
18-Jan-2022,NILAINFRA,Nila Infrastructures Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"25,06,718",9.9,-
18-Jan-2022,NILAINFRA,Nila Infrastructures Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"23,19,057",9.87,-
19-Jan-2022,ARIHANT,Arihant Foundations &amp; Hou,ADROIT FINANCIAL SERVICES PVT LTD,BUY,65812,45.08,-
19-Jan-2022,ARIHANT,Arihant Foundations &amp; Hou,ADROIT FINANCIAL SERVICES PVT LTD,SELL,65812,45.26,-
19-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"121,40,397",6.04,-
19-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"104,32,929",6.04,-
19-Jan-2022,NILAINFRA,Nila Infrastructures Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"37,65,548",9.26,-
19-Jan-2022,NILAINFRA,Nila Infrastructures Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"11,06,617",9.27,-
19-Jan-2022,SPTL,Sintex Plastics Tech Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"39,36,920",9.21,-
19-Jan-2022,SPTL,Sintex Plastics Tech Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"35,91,379",9.23,-
20-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"49,23,621",6.06,-
20-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"53,86,960",6.07,-
20-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"432,53,358",9.67,-
20-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"408,83,926",9.7,-
21-Apr-2022,BANG,Bang Overseas Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"1,34,842",77.34,-
21-Apr-2022,BANG,Bang Overseas Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"1,66,000",77.17,-
21-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"51,35,602",6.12,-
21-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"45,58,188",6.09,-
21-Jan-2022,UJAAS,Ujaas Energy Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"23,45,489",7.8,-
21-Jan-2022,UJAAS,Ujaas Energy Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"21,82,737",7.84,-
22-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"59,73,700",3.68,-
22-Mar-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"64,21,664",3.67,-
23-Mar-2022,NECCLTD,North East Carry Corp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"2,37,001",33.4,-
23-Mar-2022,NECCLTD,North East Carry Corp Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"2,74,784",33.29,-
24-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"37,77,688",5.86,-
24-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"42,50,346",5.87,-
24-Jan-2022,VIKASECO,Vikas EcoTech Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"35,60,031",5.67,-
24-Jan-2022,VIKASECO,Vikas EcoTech Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"37,55,146",5.67,-
25-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"42,63,092",5.53,-
25-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"32,19,042",5.51,-
27-Jan-2022,TIMESCAN,Timescan Logistics Ind L,ADROIT FINANCIAL SERVICES PVT LTD,BUY,18000,125.42,-
27-Jan-2022,TIMESCAN,Timescan Logistics Ind L,ADROIT FINANCIAL SERVICES PVT LTD,SELL,18000,124,-
27-Jan-2022,VIKASECO,Vikas EcoTech Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"47,21,271",6.34,-
27-Jan-2022,VIKASECO,Vikas EcoTech Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"42,00,538",6.33,-
28-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,BUY,"151,63,700",5,-
28-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,ADROIT FINANCIAL SERVICES PVT LTD,SELL,"150,99,499",4.97,-
29-Dec-2022,ARIES,Aries Agro Limited,ADROIT FINANCIAL SERVICES PVT LTD,BUY,76645,227.57,-
29-Dec-2022,ARIES,Aries Agro Limited,ADROIT FINANCIAL SERVICES PVT LTD,SELL,76638,227.69,-
30-Mar-2022,TIMESCAN,Timescan Logistics Ind L,ADROIT FINANCIAL SERVICES PVT LTD,BUY,20000,92.41,-
30-Mar-2022,TIMESCAN,Timescan Logistics Ind L,ADROIT FINANCIAL SERVICES PVT LTD,SELL,20000,93.19,-
19-Sep-2022,ADVENZYMES,Advanced Enzyme Tech Ltd,ADVANCED VITAL ENZYMES PVT LTD,SELL,"25,73,500",270.04,-
15-Feb-2022,TEXINFRA,Texmaco Infra &amp; Holdg Ltd,ADVENTZ FINANCE PRIVATE LIMITED,BUY,"7,50,000",58.11,-
07-Dec-2022,SECURCRED,SecUR Credentials Limited,AEGIS INVESTMENT FUND,BUY,"1,00,000",115,-
20-Dec-2022,TIRUPATIFL,Tirupati Forge Limited,AEGIS INVESTMENT FUND,BUY,"5,00,000",22,-
29-Jun-2022,ROTO,Roto Pumps Limited,AEGIS INVESTMENT FUND PCC,BUY,"1,89,376",499.15,-
17-May-2022,SAKAR,Sakar Healthcare Limited,AFFILADO EDUCATION SYSTEM LLP,SELL,"1,13,095",130.01,-
02-Feb-2022,HPAL,HP Adhesives Limited,AG DYNAMIC FUNDS LIMITED,SELL,"1,02,780",410.27,-
11-Jul-2022,HARDWYN,Hardwyn India Limited,AG DYNAMIC FUNDS LIMITED,BUY,"1,00,000",245,-
11-Jul-2022,SALASAR,Salasar Techno Engg. Ltd.,AG DYNAMIC FUNDS LIMITED,BUY,"20,00,000",26.2,-
14-Jul-2022,SARVESHWAR,Sarveshwar Foods Limited,AG DYNAMIC FUNDS LIMITED,BUY,"2,24,000",50,-
14-Nov-2022,SALASAR,Salasar Techno Engg. Ltd.,AG DYNAMIC FUNDS LIMITED,SELL,"17,50,000",29.5,-
31-Jan-2022,HPAL,HP Adhesives Limited,AG DYNAMIC FUNDS LIMITED,SELL,"1,00,000",388.61,-
06-May-2022,NGIL,Nakoda Group of Ind. Ltd,AGARWAL RAHUL,SELL,"1,10,717",196.4,-
26-Apr-2022,CYBERMEDIA,Cyber Media (India) Ltd.,AGARWAL RAVINDER KUMAR,BUY,87243,27.53,-
28-Mar-2022,CYBERMEDIA,Cyber Media (India) Ltd.,AGARWAL RAVINDER KUMAR,BUY,80000,29.75,-
02-Dec-2022,SUMIT,Sumit Woods Limited,AGARWAL SEEMA,SELL,"2,06,105",36.09,-
03-Jan-2022,VADILALIND,Vadilal Industries Ltd,AGGARWAL AJAY KUMAR,BUY,40000,981.24,-
10-Aug-2022,JETFREIGHT,Jet Freight Logistics Ltd,AGNES FRANCIS THEKNATH,SELL,"11,86,007",24,-
16-Aug-2022,JETFREIGHT,Jet Freight Logistics Ltd,AGNES FRANCIS THEKNATH,SELL,"2,50,000",21.08,-
17-Aug-2022,JETFREIGHT,Jet Freight Logistics Ltd,AGNES FRANCIS THEKNATH,SELL,"3,37,963",20.06,-
18-Aug-2022,JETFREIGHT,Jet Freight Logistics Ltd,AGNES FRANCIS THEKNATH,SELL,"6,92,924",20.05,-
25-Aug-2022,JETFREIGHT,Jet Freight Logistics Ltd,AGNES FRANCIS THEKNATH,SELL,"15,02,384",19.69,-
07-Nov-2022,GOACARBON,Goa Carbon Ltd,AGRAWAL GAURAV,BUY,60000,569,-
17-Nov-2022,GOACARBON,Goa Carbon Ltd,AGRAWAL GAURAV,SELL,54824,615.16,-
09-Mar-2022,PANACHE,Panache Digilife Limited,AGRAWAL RAJESH R.,SELL,75794,49.55,-
05-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AGRO TRADE SOLUTIONS,BUY,"44,49,427",4.61,-
05-Jan-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AGRO TRADE SOLUTIONS,SELL,"39,49,427",4.62,-
07-Apr-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AGRO TRADE SOLUTIONS,BUY,"45,68,016",3.84,-
07-Apr-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AGRO TRADE SOLUTIONS,SELL,"43,68,184",3.79,-
10-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AGRO TRADE SOLUTIONS,BUY,"83,38,344",4.19,-
10-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AGRO TRADE SOLUTIONS,SELL,"57,25,250",4.18,-
14-Dec-2022,SITINET,Siti Networks Limited,AGRO TRADE SOLUTIONS,BUY,"50,57,645",2.38,-
14-Dec-2022,SITINET,Siti Networks Limited,AGRO TRADE SOLUTIONS,SELL,"30,57,645",2.39,-
15-Dec-2022,JPPOWER,Jaiprakash Power Ven. Lt,AGRO TRADE SOLUTIONS,BUY,"411,85,954",8.21,-
15-Dec-2022,JPPOWER,Jaiprakash Power Ven. Lt,AGRO TRADE SOLUTIONS,SELL,"397,18,995",8.19,-
15-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AGRO TRADE SOLUTIONS,BUY,"53,88,846",3.9,-
15-Feb-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AGRO TRADE SOLUTIONS,SELL,"40,88,846",3.88,-
18-Oct-2022,SUZLON,Suzlon Energy Limited,AGRO TRADE SOLUTIONS,BUY,"523,18,946",7.77,-
18-Oct-2022,SUZLON,Suzlon Energy Limited,AGRO TRADE SOLUTIONS,SELL,"485,81,922",7.76,-
19-Dec-2022,SUZLON,Suzlon Energy Limited,AGRO TRADE SOLUTIONS,BUY,"509,20,143",11.75,-
19-Dec-2022,SUZLON,Suzlon Energy Limited,AGRO TRADE SOLUTIONS,SELL,"558,65,143",11.74,-
19-Oct-2022,SUZLON,Suzlon Energy Limited,AGRO TRADE SOLUTIONS,BUY,"633,21,238",8.37,-
19-Oct-2022,SUZLON,Suzlon Energy Limited,AGRO TRADE SOLUTIONS,SELL,"633,21,238",8.38,-
21-Jun-2022,FCONSUMER,Future Consumer Ltd,AGRO TRADE SOLUTIONS,BUY,"158,12,337",2.07,-
21-Jun-2022,FCONSUMER,Future Consumer Ltd,AGRO TRADE SOLUTIONS,SELL,"169,14,011",2.07,-
24-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,AGRO TRADE SOLUTIONS,BUY,"301,67,820",8.76,-
24-Jan-2022,JPPOWER,Jaiprakash Power Ven. Lt,AGRO TRADE SOLUTIONS,SELL,"402,44,730",8.79,-
13-May-2022,SONUINFRA,Sonu Infratech Limited,AIRAN LIMITED,BUY,"1,05,000",36,-
17-May-2022,SONUINFRA,Sonu Infratech Limited,AIRAN LIMITED,SELL,"1,05,000",34,-
02-Jun-2022,COMPINFO,Compuage Infocom Ltd,AJAY HARKISHANDAS MEHTA,SELL,"17,00,000",29.34,-
03-Jun-2022,COMPINFO,Compuage Infocom Ltd,AJAY HARKISHANDAS MEHTA,SELL,"6,75,000",27.24,-
06-Jun-2022,COMPINFO,Compuage Infocom Ltd,AJAY HARKISHANDAS MEHTA,SELL,"4,25,000",26.04,-
27-Jun-2022,COMPINFO,Compuage Infocom Ltd,AJAY HARKISHANDAS MEHTA,SELL,"6,25,000",23.24,-
28-Jun-2022,COMPINFO,Compuage Infocom Ltd,AJAY HARKISHANDAS MEHTA,SELL,"5,00,000",22.93,-
29-Jun-2022,COMPINFO,Compuage Infocom Ltd,AJAY HARKISHANDAS MEHTA,SELL,"5,50,000",22.07,-
30-Jun-2022,COMPINFO,Compuage Infocom Ltd,AJAY HARKISHANDAS MEHTA,SELL,"10,00,000",22,-
07-Oct-2022,SHRADHA,Shradha Infraprojects Ltd,AJAY SHAKTIKUMAR SANCHETI,BUY,75600,62,-
14-Nov-2022,SHAKTIPUMP,Shakti Pumps (I) Ltd,AJAYA JAIN INVESTMENT,SELL,95000,402.06,-
04-May-2022,ASLIND,ASL Industries Limited,AKARSHIKA TRADERS LLP,BUY,80000,38,-
21-Mar-2022,NATHBIOGEN,Nath Bio-Genes (I) Ltd,AKASH FARMS LLP,SELL,"2,00,000",228.7,-
23-Mar-2022,NATHBIOGEN,Nath Bio-Genes (I) Ltd,AKASH FARMS LLP,SELL,"1,32,000",232.7,-
10-Oct-2022,CMRSL,Cyber Media Res &amp; Ser Ltd,AKRITI AGARWAL,BUY,17600,245.25,-
12-Oct-2022,CMRSL,Cyber Media Res &amp; Ser Ltd,AKRITI AGARWAL,SELL,17600,283.85,-
28-Nov-2022,JALAN,Jalan Transolu. India Ltd,AKSHAT SURESH LUNIYA,BUY,"1,20,000",11.33,-
17-Nov-2022,BRIGHT,Bright Solar Limited,AKSHAY PUKHRAJ SANCHETI,BUY,"1,89,000",5.83,-
22-Mar-2022,ASLIND,ASL Industries Limited,AKSHAY SHAH (HUF),BUY,56000,34.65,-
07-Dec-2022,KSHITIJPOL,Kshitij Polyline Limited,AKSHAYKUMAR RAJENDRABHAI OSWAL,BUY,"2,56,716",41.86,-
07-Dec-2022,KSHITIJPOL,Kshitij Polyline Limited,AKSHAYKUMAR RAJENDRABHAI OSWAL,SELL,"2,56,716",41.75,-
08-Dec-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AKSHAYKUMAR RAJENDRABHAI OSWAL,BUY,"42,50,504",2.94,-
08-Dec-2022,INVENTURE,Inventure Gro &amp; Sec Ltd,AKSHAYKUMAR RAJENDRABHAI OSWAL,SELL,"42,50,504",2.94,-
12-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,AKSHAYKUMAR RAJENDRABHAI OSWAL,BUY,"6,43,196",27.31,-
12-Dec-2022,CEREBRAINT,Cerebra Int Tech Ltd,AKSHAYKUMAR RAJENDRABHAI OSWAL,SELL,"6,43,196",27.58,-
